rodilla_derecha,rodilla_izquierda,tobillo_derecho,tobillo_izquierdo,cadera_derecha,cadera_izquierda,codo_derecho,codo_izquierdo,muñeca_derecha,muñeca_izquierda,hombro_derecho,hombro_izquierdo,frame
152.43153654119956,140.5670530925517,65.80074385999934,68.57777297308826,149.66939197150157,130.1351830405885,94.78886315071468,96.01316018159775,166.4720715583221,88.53314540789187,51.833641242998304,77.80483350525638,0
131.27914084103574,144.5456194323308,73.59250736431792,50.8688691014085,135.38476307266515,131.94628992147457,94.98338606138294,103.29601820512636,161.6119290339096,101.42838373424875,39.42476010131066,80.11990572842583,1
132.59291103254483,140.37924683081033,83.79019102316718,49.76633475585326,130.1739439121432,126.29867634878823,97.1826470542685,105.26963907109966,160.59372462483248,106.45415151673043,29.990284510962745,77.72783599862984,2
124.64359268537741,137.06373839593994,80.12746361196254,47.003583362249614,126.66483442415634,122.33006025097775,95.79180031951672,102.33441193769897,165.21897237269496,102.45494043171196,26.05677617346887,78.81719923645723,3
127.0466008174523,87.34156696237297,56.620492874842455,70.94718624506157,148.7266694503317,119.47862064822463,97.75973130934206,100.34738100424855,166.5181407856606,111.41782811188092,19.189942765697072,76.34633227020709,4
133.17400700163506,112.46542837632605,71.58813978873056,53.9673287057678,154.47025215953366,128.25992746763723,93.06700593014651,93.55961525331274,163.80356434259656,99.74371145717576,23.777580282349028,76.81613026461291,5
139.08621488100562,124.64252183951011,78.07331064986222,66.41100175383013,159.1209756195945,128.59270580552212,90.80721765720916,94.24030445798083,164.08409842385447,90.57741132672423,27.96803744184885,80.74753414095946,6
137.3661768223194,129.3321934641029,59.04630316523997,62.956551685262355,155.482891085743,133.15216409780336,98.90179355226974,95.17627217597337,159.60953944871613,85.83704289613458,28.005448728725455,81.23643601214744,7
154.8508910482639,84.68869611822593,74.27240393676209,83.06237452603038,169.00936397991262,125.7186628240125,89.97000845246292,106.65195082690245,160.05343108018812,92.31107531260331,27.708653677095583,78.33158587590395,8
155.3072729821707,79.4830736246202,71.66327142635522,96.97400045441388,157.31328330609261,112.95958050824377,90.24534654301729,107.10093047188698,162.16822108485061,89.87107506249832,27.199629907004727,83.97700354519252,9
150.82182390776262,89.00109557661482,65.62306040054506,71.08273563958608,163.45158935265798,124.55974552984651,77.90913506931247,133.05879086193548,162.3820456097287,124.13293918231787,33.938962366644105,97.60177057463785,10
154.80817996927036,91.26576518399106,65.35385576893249,87.65570003332078,161.26567531273278,124.44027408030826,78.50638406017725,136.19364510252686,161.93500489016554,123.86913067667128,32.155393787781044,96.00066570432745,11
160.30368845277943,87.28545092792136,66.0734901597313,84.80547485279358,160.49072478550187,118.33394660843034,72.36530892189822,145.49476700870568,164.18936385550657,130.31547638878286,36.23743124418967,92.73222984254829,12
156.11839732809952,109.6441609270959,60.35986271842378,53.86251926346501,159.09172682266478,140.20585651560717,76.44155142930217,143.3784441660665,164.12463915150965,124.02629471878905,37.68499038964427,96.25803230080155,13
131.18946997621916,147.60369420253477,56.257748614726204,46.22530607451853,160.35908943157617,153.7441220489882,79.17616693591081,155.9924799050621,159.75220299823565,138.71550336936548,36.43621296760104,92.85602112312945,14
156.65980534133658,143.81088062525802,55.68843267665025,53.23242379031511,159.05244680867486,146.3630033405907,78.92505870359734,158.7993817068107,158.8752086504412,136.90815094964324,40.70525929364746,85.40893497554067,15
161.17047312294326,146.81308481034475,59.10607963318095,68.23463992357544,146.40022604182818,140.24423555776835,81.24718962615911,157.3498460905974,161.10385479308482,129.26553643529624,45.71615740567248,79.70975425628102,16
165.65414893361842,157.0892337850309,61.727962805895494,75.35410783528702,134.24728191054456,144.40321856258686,83.52961490328144,156.714817109309,159.2627608166205,123.16131889834132,48.116130113209245,77.55154827216985,17
167.3483136560217,157.43086614286767,60.80177651221671,75.76504799057612,130.51654650601157,142.02070035738797,83.08248148071102,159.84467142767315,161.04403730846008,125.27673150424616,50.92987588050109,77.53053261830819,18
165.37244626288071,154.05313324296975,59.468227983982544,74.45787908911429,131.6673289549129,140.45545919256384,78.08994140086389,160.91986555464538,161.2782189440953,120.58996994357217,47.93360451840383,79.571611338918,19
154.01740946505984,148.34672899437513,64.12019535880785,76.70083241402179,138.88843611481317,135.02128154484387,78.72254327070243,153.68387090686576,158.88229911945663,111.47839311872578,46.684940254831396,74.711399384352,20
138.2297339789962,145.93702003148047,75.26091112077803,72.79868104149935,148.13725373035447,139.12786335838732,81.38795837012094,146.41120150622922,166.0034547538289,103.54751058412765,48.662373833489205,73.5679538948969,21
125.59343242002747,145.0166773763285,83.55180153982025,68.11413426708398,151.22171044179333,143.18909614651164,78.42672122214928,152.7792993997201,167.70959101388627,112.31326706951258,48.9301102971638,75.65106504645824,22
123.28482785923154,154.28213252246218,67.95043156010215,61.038062682844725,162.1375774109016,153.14878876251055,94.86539582631886,140.6349544878619,165.1154117978938,92.0790533797819,23.827695684643317,67.06287183185276,23
108.77553688145566,147.39555182254708,62.4070063706842,51.625898375207605,158.8859225864604,146.20995175499243,98.55248315517332,120.85136575681916,164.63251549179532,67.75871051072717,6.333533793504268,72.75828529161925,24
90.14873911611897,132.61553782403075,58.791726596024255,48.22232984239408,145.90370101754306,143.06637141390075,84.70628611534183,120.56435470593128,178.09038058459123,82.17836530264594,18.98083489949529,76.9629340403392,25
81.08517577789202,131.7632771299638,51.94666808726066,45.78045045299826,132.1351968936867,132.56184012742634,94.27336458661509,122.87985654157046,162.41919019750813,84.16053901285099,17.062203828704952,78.13993481958559,26
88.40598529359747,133.7244487473156,55.28180182582273,48.295488246667055,141.15464824962513,137.13467041354502,104.87343342647547,110.57817371186631,152.8507567256587,82.21065934898147,27.255187968064,77.06648540263062,27
128.87813626831786,97.59127444424682,73.33961509401821,56.724324031205114,149.83640934499633,129.56864778811857,100.66460639284121,111.89655619037038,149.42367253426468,96.40340653749386,48.692413329036825,77.26720439979168,28
114.04128998725747,132.08182424095847,68.06944266176927,51.849415296776655,134.63666347344474,129.63595117001998,99.42257463569773,105.57389906764529,153.97333675130747,106.47825836529772,41.58648205642592,91.69080473865111,29
155.1976435149602,145.0797922792693,68.11617324425715,67.64280966305576,146.17326300431893,132.6273590955882,100.5001553033361,102.69891004604153,165.65799768984445,110.97323426159595,47.77714226971966,91.61250572490782,30
156.07116806696476,147.1873699340408,61.11982675909506,63.83461554518215,136.40502624292344,135.1672906078514,98.76544317319988,101.06873999752248,167.50657088355246,115.28942568087737,53.93115518864976,90.18277296687413,31
135.54347946647914,149.14843658907915,76.00061883142617,42.51630136784186,139.78519238541938,137.14817902818675,93.0746788685239,100.34394605032152,167.3766251079609,118.92615046894416,44.0863952277855,91.88456906856557,32
125.92800454505415,143.6651072694118,73.40161952337425,40.544090618970145,135.5028853943071,130.34836052535812,93.99408897911127,96.4816129347316,164.08508485396246,114.20784238105419,37.02728672994672,90.69287290521149,33
142.14422603493063,126.12359508390233,55.06589730125767,57.802855774458436,149.5991739921785,129.41165510837246,100.40300450399525,91.67370505473403,168.59058878530246,115.15556261658848,43.175194674821434,81.60335113947863,34
137.1154384413985,126.06283074575829,66.4617944318897,68.81183580533832,147.9785540825048,130.33166284977668,104.25518233174783,92.45841141058101,166.04321731753302,111.00172712317355,44.88953204200461,76.16612600468939,35
132.90877426878222,128.980854562489,79.62862037371744,72.20858729474187,145.7258840669334,132.65825451952887,101.90311119010312,92.64277424595745,164.29992199262938,101.80341834560099,40.092477700717644,74.37248035892343,36
141.75752430993234,100.33853540558097,66.15286334996003,59.51441781285413,159.0848599537582,131.1869433019062,93.68928137305052,99.24582569607846,160.8107226202809,85.54054069584676,28.754699994438358,74.84101549159189,37
157.05353480530547,83.3081147409009,72.76690678394108,78.44742233201912,159.77992825067284,119.6221035006817,95.49711638887813,107.04655986720608,162.5398018981063,78.94220106641139,23.038826938766437,76.1283589655435,38
152.23103532708623,93.31904176344592,66.96223228586656,89.12617786595213,154.165205343403,127.8854163146406,96.07807504938681,109.44021293990946,169.69009373349067,78.14837678340724,21.547471085352218,76.25183213028707,39
150.06692864833758,97.45396526685839,66.54057980845377,86.76630159152265,154.12193159650985,127.94566366728957,91.15666680964706,117.7113646279246,167.5476295075386,88.61816758956638,24.256808176886224,81.91380891967398,40
154.02027701838455,91.19775545086401,68.71884039347198,98.74343262859864,155.3190932740997,118.8631317442947,82.46327282007938,136.06392902074015,164.87851546542387,107.11999071871158,39.13307859246975,85.93806904109671,41
152.11125808479474,117.86337758692197,66.28318965770107,63.88440476063593,152.7814660146226,142.98162366994453,76.09120874116694,128.5831498792726,166.95186278130893,101.33355161909125,44.20221016004756,88.02959330170596,42
87.69257676512917,140.61416628304792,56.19879938879264,41.600446274714784,144.0837906678726,145.0104528095629,68.00089266808006,128.43491650193468,166.57635602408254,97.03763946881799,49.48826601255902,84.25282226161666,43
100.4359318922645,136.70674562498607,68.6610991579998,55.16957275121658,141.43895286068204,124.78067562409277,66.91830710718398,150.37025919450207,164.87285098055708,118.79887554371157,58.92778395856718,78.21044553314316,44
155.72954470687426,138.16104284500773,76.59579077574269,68.71682748530233,157.8349254177784,137.4050633464842,66.78544128671746,147.89115923754295,168.8791822133328,101.45254309164682,66.62065411568331,65.18178271025013,45
158.47001707836782,147.57467629957932,70.9749792326025,78.64161011077809,144.2637865703625,138.42743136104065,67.98924396453407,144.18840048860247,171.28506330118498,95.88517856422479,64.76340712430658,61.24840269549474,46
153.3155175662765,155.79918258762143,65.13606499797896,83.37066568161266,143.00191307944203,143.85024630757263,69.33397310944807,144.07162496271746,168.67396504297284,98.29597022331738,63.395105592588756,64.28425888650844,47
153.59692163209075,152.91642176625436,63.38464160495989,83.14915401493232,140.57731456685926,142.92816037098865,70.5453770069794,140.99149279913777,169.50019609249097,94.05937936451166,62.325122366690366,62.89443701158196,48
148.16550189736842,147.67677795947955,63.45883472675297,77.14058896661493,141.29723222235964,142.1901546606265,73.31392850669562,137.10647213250198,167.98833867830194,94.8329239183977,60.819081486460874,68.04405617747409,49
139.06204141180595,146.5105672722273,70.44117109145304,71.61352882562582,144.21071668561586,144.14250361558427,87.64606609900022,121.25213064402313,165.39236676461596,86.80666618087663,51.907723224372894,76.37261907334788,50
127.40052310506921,148.63404776074694,80.86980726142524,69.91577709564918,161.2307807691756,142.3067914441716,100.9243470204656,120.30171170836493,164.79272997843978,79.43230654129786,31.822833972612283,71.39269128782192,51
104.07543608319219,150.21949527103592,83.34484324343359,67.65525282077868,158.86501696438762,147.4759655496186,97.44657172221731,112.48805180022951,166.6054740444553,75.50493775993732,32.91428912198059,71.87587801923283,52
103.26682196540526,145.5846969114223,86.79702461905447,60.74162514447221,155.00868381553113,149.85349681867856,98.47475133058988,117.3573796178063,168.26686830120548,85.90151789412252,30.75988137487478,74.32745880367722,53
128.3341263156391,136.3768975815491,59.790890304486204,59.27732509571199,149.9210831828964,153.31053725548315,107.17748215521459,131.4647299498635,159.97689011388536,106.94036463205401,38.808620450713164,79.36604355492095,54
135.22629814415197,130.6377253373564,61.097077920915474,56.13592818879665,151.87454201161404,155.25416612791597,114.6591264172798,133.1488984014627,152.72261111037938,119.05062637068235,43.79072634811078,81.46120616131799,55
137.41230103410243,135.56684650771945,63.47963944346073,51.612165798162415,145.83652507787008,162.2167766374759,113.3533264894942,138.45225661877814,159.8315669646608,140.17989838180026,50.742670222985794,78.04890175140842,56
143.5447335673673,130.38141094366287,65.09711122375913,55.80484865410595,143.158418029136,150.44897415299604,106.21430324391791,132.1726996047264,161.64616897222078,128.17672028242828,60.639035448942806,78.66490137798401,57
158.88704136573972,139.9745471532642,63.494473425337354,57.66245665504815,129.55664680860542,145.34857577178283,103.38885439654214,128.93687227609718,168.27171912630808,133.24281116942825,68.9575918588481,81.29311105364702,58
163.23633942296158,153.878187068707,64.66926830975528,62.323931895868824,129.19910163585664,144.53535075414345,103.81319007043747,122.22413508047856,169.0373533232994,133.1283392727866,71.24879121343571,82.54808631428288,59
163.84274931839013,159.79134171711084,64.10249583584697,66.9508128393153,129.58490250802086,143.82933929854482,102.66045616050604,119.36899525142358,170.9932386973425,133.71399007458152,68.21411254806826,85.66654509756283,60
161.5072612574624,158.5788466274989,59.907811476822715,68.48795533519427,125.72053534455645,142.02059216161123,101.26497774619739,115.16055334721567,175.05984498331836,133.57354901981893,68.95299571733477,87.00779695572663,61
160.5259261905587,154.4223975015067,58.619464067333574,71.05735709451729,125.75145147502691,139.17872898382836,100.1135181162161,112.19041601502981,172.07543371268335,132.24106420332208,68.95130175650854,87.5949220890734,62
155.68677181875813,145.58274621067702,56.313019085341764,68.87915011608503,128.12687265825906,136.017860181193,100.0511686514091,109.31620437027995,166.22570857347733,128.9622170598271,67.0141444872505,87.78782739404889,63
150.7215658371334,142.34384583691642,57.17419815818501,68.36783192128203,122.98600694333814,137.0182860512267,101.1621343272548,101.91353985476363,172.69082766862294,122.6775891542896,58.75053564283929,87.59366193905431,64
139.7649732073026,141.8675933973289,62.2769694380993,68.14760715128193,130.58021500451588,137.4175791647137,99.7990943742041,90.71035868248084,171.12432889075833,103.01393387524281,51.70373869633065,84.39084306280003,65
134.21806424595113,156.17021089088973,70.21027780839096,55.58183738104673,145.36679347393422,147.17463578260424,90.51456720328855,91.33548970092663,168.45242837984492,85.57520311405364,37.04302710277549,79.18468605524943,66
109.72043570345878,152.92548493996503,68.28869747768529,62.89901941466187,147.99912601842914,150.1097491091003,93.73346015219438,85.77887758917771,163.12025261917142,74.62177975208726,36.71172636312403,81.52170243989515,67
104.47732323568131,146.70561510600496,79.83576672092609,61.12851109339067,154.13089898997777,150.24394628917332,101.18188929849437,96.15783251769773,164.9046565762927,71.55548632894613,23.03740425380623,76.49458070435335,68
140.7720753620135,103.19922451132405,63.430216486689254,72.80019479503802,145.0233505079985,138.0973334420489,87.83826690669187,110.27662300418334,172.67293513865164,88.69196758841909,34.91463369669026,83.87305845188746,69
144.35589767875615,102.77728738196961,62.41702041088849,81.54823834252791,146.40023147945087,132.7302626450409,72.34299906912754,137.10812782961113,167.10998785108725,118.68195147449943,55.53936362079363,91.54094093502178,70
147.63749667606376,101.10598314922794,64.54207387097887,102.78656895849211,136.38319252452018,130.2002946442811,70.76943870027003,127.42694771098995,167.92738286267235,111.44945001998278,70.06968536419865,94.07822196621399,71
104.14814544642552,117.96725505809434,56.24831547845548,66.3847580567683,152.50325292134778,137.29366239529898,70.98167414942495,145.63618752121238,170.1070295469865,122.01897052110863,66.35754409738695,86.0186070435837,72
88.74045096761817,128.52560628891646,55.5028743761935,52.03195965294309,147.66688834999428,137.47784992904909,69.86377999468858,156.6501746809122,168.43123204066544,129.0563963732575,68.37388802665421,83.01833593902067,73
132.6913247042759,127.7783270845491,81.95200432671831,64.5841270776201,151.87312931092598,125.76276298438295,67.2814350047614,163.2898500011931,167.00656491507905,132.52936219036027,74.75215146753376,77.31300962178335,74
161.9656330804696,127.59083424922434,78.9193215746073,71.7226247113262,148.54572015362058,121.79821357217595,66.22768108546182,158.3406508133581,171.57802932966237,122.01459435918201,78.9522001342593,71.41912022416582,75
161.8302252292111,142.83738089381066,73.10445673900175,74.24475153168383,141.26938123904407,128.74902770784146,65.41190835743988,158.77955677687774,171.90445441912132,123.09309909000383,76.80622033903411,72.92365889171424,76
162.74343013236597,148.75312169919238,72.0487642247724,78.67842745221705,140.28296480398762,131.02457057554255,63.474042823318165,152.47199306083476,174.90975554044482,116.96523215605137,76.96303724857334,73.55910070446,77
165.79699419326047,153.17978047993998,77.09972762155148,77.3112097940871,141.52586517237998,136.31839515277153,61.83401757785016,147.48909792057015,174.38234973385872,110.36180251975777,76.51089713391299,69.84159741665225,78
156.62871804520816,149.58477585541533,73.7232620803704,77.78630594620935,141.46650827978024,144.3823810585459,73.28862419716332,146.8706096287184,173.9424891229099,110.34788653420726,69.58819115846873,67.87919710983242,79
146.92600262015551,144.43624397125373,75.71345812683269,70.86349838527464,153.99742859804132,141.00959702215795,90.72040515121529,138.93307288074396,160.98692842458456,90.18255790739282,39.74641857146718,70.60151233469699,80
130.87896068031176,155.10120454417958,71.88698137339571,72.59360290776792,166.79331625811813,139.2665277266624,102.97699782230313,128.78940173268225,158.4421685409668,85.22750265285022,31.426605553296273,70.47167930009299,81
114.19577555897091,148.46986257243393,77.51397304082492,65.88779490652527,165.73607843447246,142.9504033374465,104.83455747513855,120.74452375078394,166.16152214670166,83.28737964772262,27.52756315902808,72.54921588953157,82
100.4369534385668,142.61533092501804,82.38820428061072,56.375688067026715,159.9163803422096,144.69325987954159,106.78458587363671,118.33717238998759,168.11143155023206,82.90746080326366,26.22815161407946,73.18686072163901,83
104.87283191825257,142.908027538493,67.99758644201455,50.54215430986953,159.93674338856113,151.75309181998588,98.58864570094701,130.81262602195685,161.66268969858012,100.73337184116079,38.139441234713956,74.5864967272581,84
131.10782594669638,135.37653939699484,56.71070731788743,52.92930277778539,154.61349470994256,155.2386977232447,105.6498327269978,133.43786032925772,168.57546929998313,117.48492915366813,40.83495381262731,77.87966276406992,85
141.3275691417794,128.14442643661138,60.43260254097491,56.105132020817386,151.88465014855834,150.89986355589485,111.16532616358768,129.26632711858193,171.42880206237018,113.04805916618187,44.59700561148701,77.411136856844,86
141.9159811772575,128.76483573298677,55.51678488452752,57.86594878489718,139.73608875336012,146.48942731010308,108.27045104025856,121.2833601383961,168.7213228936133,116.2139692167311,56.860209611689086,80.9254189433755,87
142.11869844382272,138.8124764987116,53.601392979434536,49.858928757199216,130.78921202038043,144.94141996163532,100.03199186647572,120.87353310159034,170.24745486502403,127.12327539917534,67.33038510656843,89.24747652153398,88
159.92382529179943,149.7150551337397,59.38253250763996,58.28807670496626,126.75088179113048,140.55040774443236,103.45321220080564,107.41198425110576,169.21776084943,120.2552482791333,69.21460052722999,89.68005450905004,89
167.0309420232616,159.44175548962363,64.9219342062351,71.4520441843022,122.13240333002524,138.23695060384802,108.51224656506912,111.8427905436314,171.778864594604,133.70223212299857,72.50281047886628,88.05704843964192,90
166.46615715199945,158.65532099579818,66.45822883388594,72.77629486456613,118.73906233268546,136.33842985981337,106.82190948486878,127.11910092378626,174.0595139933695,156.4507908009323,77.5823352653146,88.65627623033996,91
161.16619584488163,154.03465189351243,63.02277969802209,71.28920780807663,122.32808815434613,135.7874544727279,102.69161053152034,122.76057245348309,170.69932004652006,151.95726019205352,74.91300557820608,91.1001265165121,92
132.99679191420378,120.2884878111324,55.407876820358254,49.52392814381097,137.44839998134225,137.07965491178737,92.90491687585393,113.81663454683874,172.7746043793729,130.67615142669555,73.8815735761612,92.17896079884825,93
133.02944500032297,134.7721574724792,63.50706460507572,60.8520201675269,143.75838660034893,134.30244398023183,93.68840587946083,92.3859280913784,175.07084510058922,119.66605124404612,62.52985158486103,90.9176473416673,94
124.84638123451508,130.8861894996067,71.24863141903994,60.643966307008014,154.58764103968602,133.85633956135877,97.02778426162249,86.91498508551173,171.00282284502137,113.26116238328547,49.16834721522794,86.53018576364668,95
106.4411275105094,123.23766992863418,66.05700965778861,52.716225736622,158.05666463985102,145.1401916421993,101.22653640891119,97.24524610947556,169.49730588386416,115.60236818758383,36.75014829760763,80.08914408870532,96
135.6052703410228,111.37968651517699,70.52785039095393,62.6136604680921,149.4648438152897,144.04461038957916,83.82794880867195,94.69125892580897,161.1836134730374,85.15437532216585,39.336786969501155,76.68143542312735,97
105.64162687105399,119.6478112749169,80.83141250396842,44.64775527618878,149.57291278742602,143.95376523693153,93.00506195884522,86.9214590045224,162.99646549794159,74.2279625946971,32.55109950353025,81.29513346890904,98
128.5118156410486,107.07223436910144,65.22803930944497,68.26841476938051,146.30543377741284,138.62797072090999,92.51491577789402,89.43756901133253,159.89613889940736,72.01794689832836,35.216893139337664,88.3156673660199,99
135.92665406250546,100.5820559216836,69.46338475828904,130.08413951456495,130.72126001730936,126.28829058387647,83.01311886846871,109.89009941258888,155.83424435016968,92.66539232942301,68.1836194659551,88.69734229336986,100
133.97880450436574,103.89181042252928,71.94295675905792,82.92382364272142,128.5513605352368,127.13012588735602,72.65213004066615,126.63271045910143,161.81274385477425,102.64629881473384,64.4833571471265,80.6977109566412,101
141.5416184263167,112.88260309258494,68.660142899008,70.65063350956973,133.16117057995228,133.6925092303254,69.97107430883584,147.60147269671137,163.32202643475335,117.13620573569267,63.70677203710079,83.42256407691798,102
153.141914478532,124.30109217276076,76.31460022367926,66.32569958243577,152.53570481677883,137.36161915697664,68.70258551834641,143.12222477624553,164.3089347904396,102.13932964182561,68.12830438006914,73.82197638781298,103
165.37500133359677,131.2429489646633,81.87752116377666,72.58196499093228,149.43344189400491,132.91463574249866,62.274880816302705,143.5790854809624,171.36543544250532,102.15885181725015,70.56314172509848,69.3956712092521,104
170.68436374923047,141.39300161010325,85.26573381987686,71.17124610405617,145.29864492114183,131.63734966439992,62.144075941429904,139.26296055262512,172.0249569415485,102.22630026872653,73.26104345338551,74.09652280745003,105
170.2643786902691,145.2720003524276,84.24001352007197,71.08745374529774,142.03616431450794,130.4908814087333,65.48391642714977,133.75954921019306,172.15092991545785,97.59756765671311,72.73241097890015,75.97592047986417,106
165.3454653725441,147.26267008285893,82.2195128415212,72.01120083785031,141.72309535084966,133.50096936322961,66.79184808783896,128.05632672530322,171.26415892598678,91.64862729989107,73.12053075624367,71.74521023963214,107
157.70826370677503,143.46951847534544,79.55883412672789,68.94613085862714,138.85483165103855,130.53982328829372,67.49814413204528,108.65053911602524,162.63798440077724,73.02816114459723,66.27625970561778,70.35047106560751,108
148.72178952843979,140.93794743582217,86.97273627270457,66.26136256851697,144.02185509848346,133.19316852684312,72.58059548012493,93.45478454859412,154.2370095342144,70.89372142088536,59.04210209826668,72.39557643901365,109
129.07526354586682,148.58193362553757,84.62503525707045,67.2320767729265,144.8196569412822,143.1859480594102,75.68162752772784,91.85036418697516,151.8068136570463,56.37044555435017,58.528686109177904,67.65467675853625,110
114.96601888321754,154.36958590560752,88.10420046585281,59.03197117195496,154.49080633744546,156.82524594442475,92.11369718815222,104.16026612322581,152.46124917651971,73.36527164032864,55.07378006184949,69.7469738066218,111
108.05625127777256,156.00129255497225,73.98862971709468,55.575497086503134,146.8765484610272,162.23872149995736,121.42099383960935,117.44696578081802,147.61508415363758,109.92579083590947,59.533316948060786,76.89998763861998,112
114.17058843859118,155.11703006784836,65.07831237930708,51.92318875339212,152.94717043442824,162.14924750328254,132.07330150036265,117.2397625554211,131.0375174366913,114.96738854054057,55.331987718758256,82.02151918098355,113
